1,29.447967,-69.819858,0.0
1,29.36995,-69.766655,1.0
1,29.292302,-69.713421,2.0
1,29.215023,-69.660156,3.0
1,29.138109,-69.60686,4.0   
1,29.061557999999998,-69.553534,5.0
1,28.985367,-69.500177,6.0
1,28.909533,-69.44679099999999,7.0
1,28.834054,-69.39337499999999,8.0
1,28.758927,-69.339929,9.0
1,28.68415,-69.28645399999999,10.0
1,28.609721,-69.23295,11.0
1,28.535636,-69.179417,12.0
1,28.461893,-69.125855,13.0
1,28.388489999999997,-69.072265,14.0
1,28.315424,-69.018647,15.0
1,28.242693,-68.965,16.0
1,28.170295,-68.911326,17.0
1,28.098226999999998,-68.857624,18.0
1,28.026487,-68.803895,19.0
1,27.955071999999998,-68.75013899999999,20.0
1,27.883979999999998,-68.696355,21.0
1,27.813209999999998,-68.642545,22.0
1,27.742758,-68.588708,23.0
1,27.672622999999998,-68.53484499999999,24.0
1,27.602801,-68.48095599999999,25.0
1,27.533292,-68.42703999999999,26.0
1,27.464093,-68.373099,27.0
1,27.395201,-68.319132,28.0
1,27.326614,-68.26514,29.0
1,27.258331,-68.211122,30.0
1,27.19035,-68.157079,31.0
1,27.122667,-68.10301199999999,32.0
1,27.055280999999997,-68.048919,33.0
1,26.988191,-67.99480199999999,34.0
1,26.921393,-67.94066099999999,35.0
1,26.854886,-67.886495,36.0
1,26.788667999999998,-67.832306,37.0
1,26.722737,-67.778092,38.0
1,26.657090999999998,-67.723855,39.0
1,26.591728,-67.669594,40.0
1,26.526646,-67.61531,41.0
1,26.461843,-67.561003,42.0
1,26.397318,-67.50667299999999,43.0
1,26.333067,-67.45232,44.0
1,26.26909,-67.397944,45.0
1,26.205385,-67.343546,46.0
1,26.141949999999998,-67.289125,47.0
1,26.078782,-67.23468199999999,48.0
1,26.01588,-67.180217,49.0
1,25.953243,-67.12572999999999,50.0
1,25.890867999999998,-67.071221,51.0
1,25.828754,-67.01669,52.0
1,25.766899,-66.962138,53.0
1,25.705302,-66.90756499999999,54.0
1,25.643959,-66.852971,55.0
1,25.582870999999997,-66.798355,56.0
1,25.522035,-66.743719,57.0
1,25.461448999999998,-66.68906199999999,58.0
1,25.401111999999998,-66.634384,59.0
1,25.341022,-66.579685,60.0
1,25.281177,-66.524967,61.0
1,25.221577,-66.47022799999999,62.0
1,25.162218,-66.415469,63.0
1,25.103101,-66.36068999999999,64.0
1,25.044221999999998,-66.305892,65.0
1,24.985581,-66.25107299999999,66.0
1,24.927176,-66.196236,67.0
1,24.869004999999998,-66.141378,68.0
1,24.811066999999998,-66.086502,69.0
1,24.753359999999997,-66.031606,70.0
1,24.695883,-65.976691,71.0
1,24.638634,-65.921758,72.0
1,24.581612,-65.866805,73.0
1,24.524815999999998,-65.81183399999999,74.0
1,24.468242999999998,-65.756845,75.0
1,24.411893,-65.701837,76.0
1,24.355764,-65.646811,77.0
1,24.299854,-65.59176599999999,78.0
1,24.244163,-65.536704,79.0
1,24.188688,-65.481623,80.0
1,24.133428,-65.426525,81.0
1,24.078383,-65.371409,82.0
1,24.02355,-65.31627499999999,83.0
1,23.968929,-65.261124,84.0
1,23.914517,-65.205956,85.0
1,23.860314,-65.15077,86.0
1,23.806317999999997,-65.095568,87.0
1,23.752527999999998,-65.040348,88.0
1,23.698942,-64.985111,89.0
1,23.64556,-64.929857,90.0
1,23.59238,-64.87458699999999,91.0
1,23.539400999999998,-64.8193,92.0
1,23.486621,-64.763997,93.0
1,23.43404,-64.708677,94.0
1,23.381655,-64.653341,95.0
1,23.329466,-64.597988,96.0
1,23.277472,-64.54262,97.0
1,23.225671,-64.487235,98.0
1,23.174062,-64.43183499999999,99.0
1,23.122643999999998,-64.376419,100.0
1,23.071416,-64.320987,101.0
1,23.020377,-64.265539,102.0
1,22.969524,-64.210076,103.0
1,22.918858,-64.154598,104.0
1,22.868377,-64.099104,105.0
1,22.81808,-64.043595,106.0
1,22.767965999999998,-63.988071,107.0
1,22.718033,-63.932531999999995,108.0
1,22.668281,-63.876977999999994,109.0
1,22.618709,-63.821408999999996,110.0
1,22.569315,-63.765825,111.0
1,22.520097999999997,-63.710226999999996,112.0
1,22.471057,-63.654613999999995,113.0
1,22.422190999999998,-63.598986,114.0
1,22.3735,-63.543344,115.0
1,22.324980999999998,-63.487688,116.0
1,22.276635,-63.432016999999995,117.0
1,22.228458999999997,-63.376332999999995,118.0
1,22.180453,-63.320634,119.0
1,22.132616,-63.264920999999994,120.0
1,22.084947,-63.209194,121.0
1,22.037444999999998,-63.153453999999996,122.0
1,21.990108,-63.097699,123.0
1,21.942936,-63.041931,124.0
1,21.895927999999998,-62.986149999999995,125.0
1,21.849083999999998,-62.930355,126.0
1,21.8024,-62.874545999999995,127.0
1,21.755878,-62.818723999999996,128.0
1,21.709516,-62.762888999999994,129.0
1,21.663313,-62.707041,130.0
1,21.617268,-62.651179,131.0
1,21.571379999999998,-62.595304999999996,132.0
1,21.525648,-62.539417,133.0
1,21.480072,-62.483517,134.0
1,21.434649999999998,-62.427603,135.0
1,21.389381,-62.371677,136.0
1,21.344265,-62.315739,137.0
1,21.299301,-62.259786999999996,138.0
1,21.254488,-62.203824,139.0
1,21.209823999999998,-62.147847,140.0
1,21.165309999999998,-62.091857999999995,141.0
1,21.120943,-62.035857,142.0
1,21.076724,-61.979844,143.0
1,21.032652,-61.923818999999995,144.0
1,20.988725,-61.867780999999994,145.0
1,20.944943,-61.811730999999995,146.0
1,20.901304,-61.755669999999995,147.0
1,20.857809,-61.699596,148.0
1,20.814456999999997,-61.64351,149.0
